id,round,match_date,year,home_away,opponent,team_quarter_scores,team_score,opponent_quarter_scores,opponent_score,result,margin,venue,crowd,team_goals_kicked,team_behinds,opponent_goals_kicked,opponent_behinds,team,venue_state,win_flag,is_home,team_home_state,is_interstate_travel,round_order,team_winrate_last3,team_winrate_last5,team_winrate_last10,team_avgmargin_last3,team_avgmargin_last5,team_avgmargin_last10,team_streak_entering,days_since_last_game,season_winrate_to_date,ladder_rank_to_date,h2h_winrate_vs_opp,h2h_games_played
3813,7,2010-05-09,2010,H,Sydney Swans,4.0 7.4 12.8 19.12,126,3.0 5.2 7.3 9.5,59,W,67,GMHBA Stadium,25970.0,19,12,9,5,Geelong Cats,VIC,1,1,VIC,0,7,0.6666666666666666,0.6,0.8,55.666666666666664,33.8,33.9,1,7.0,0.6666666666666666,5.0,0.6222222222222222,45
7458,7,2010-05-09,2010,A,Adelaide Crows,3.3 6.5 6.10 7.12,54,3.0 5.3 7.9 15.14,104,L,-50,AAMI Stadium,31196.0,7,12,15,14,Richmond Tigers,SA,0,0,VIC,1,7,0.0,0.0,0.0,-67.33333333333333,-65.8,-65.5,-10,7.0,0.0,15.0,0.3076923076923077,26
8649,7,2010-05-09,2010,A,Geelong Cats,3.0 5.2 7.3 9.5,59,4.0 7.4 12.8 19.12,126,L,-67,GMHBA Stadium,25970.0,9,5,19,12,Sydney Swans,VIC,0,0,NSW,1,7,1.0,1.0,0.6,37.333333333333336,42.0,20.3,5,8.0,0.8333333333333334,1.0,0.37777777777777777,45
1432,7,2010-05-10,2010,A,St Kilda Saints,5.7 10.8 14.9 20.9,129,2.4 5.6 7.9 9.14,68,W,61,Marvel Stadium,42866.0,20,9,9,14,Carlton Blues,VIC,1,0,VIC,0,7,0.6666666666666666,0.4,0.5,10.333333333333334,-1.6,8.0,-1,8.0,0.5,8.0,0.5454545454545454,44
8056,7,2010-05-10,2010,H,Carlton Blues,2.4 5.6 7.9 9.14,68,5.7 10.8 14.9 20.9,129,L,-61,Marvel Stadium,42866.0,9,14,20,9,St Kilda Saints,VIC,0,1,VIC,0,7,0.6666666666666666,0.8,0.8,2.6666666666666665,28.0,21.8,1,10.0,0.8333333333333334,1.0,0.45454545454545453,44
2026,8,2010-05-14,2010,A,Fremantle Dockers,7.3 10.9 17.10 20.13,133,3.3 9.5 11.5 15.7,97,W,36,Domain Stadium,41624.0,20,13,15,7,Collingwood Magpies,WA,1,0,VIC,1,8,1.0,0.8,0.7,61.333333333333336,44.0,16.1,4,6.0,0.8571428571428571,1.0,0.6,20
3215,8,2010-05-14,2010,H,Collingwood Magpies,3.3 9.5 11.5 15.7,97,7.3 10.9 17.10 20.13,133,L,-36,Domain Stadium,41624.0,15,7,20,13,Fremantle Dockers,WA,0,1,WA,0,8,1.0,0.8,0.7,30.0,16.4,13.3,3,6.0,0.8571428571428571,1.0,0.4,20
241,8,2010-05-15,2010,A,North Melbourne Kangaroos,2.3 2.4 4.5 11.9,75,4.3 8.6 12.11 12.12,84,L,-9,Marvel Stadium,16479.0,11,9,12,12,Adelaide Crows,VIC,0,0,SA,1,8,0.3333333333333333,0.2,0.3,-7.333333333333333,-17.2,-2.2,1,6.0,0.14285714285714285,14.0,0.5333333333333333,30
837,8,2010-05-15,2010,H,Geelong Cats,1.6 4.8 8.12 10.14,74,6.2 11.4 18.6 24.11,155,L,-81,The Gabba,33629.0,10,14,24,11,Brisbane Lions,QLD,0,1,QLD,0,8,0.0,0.4,0.6,-27.666666666666668,-6.8,-1.9,-3,7.0,0.5714285714285714,7.0,0.65,20
3814,8,2010-05-15,2010,A,Brisbane Lions,6.2 11.4 18.6 24.11,155,1.6 4.8 8.12 10.14,74,W,81,The Gabba,33629.0,24,11,10,14,Geelong Cats,QLD,1,0,VIC,1,8,0.6666666666666666,0.6,0.8,46.333333333333336,45.4,36.6,2,6.0,0.7142857142857143,3.0,0.35,20
6276,8,2010-05-15,2010,H,West Coast Eagles,1.3 5.5 6.8 6.10,46,3.0 5.5 8.8 10.15,75,L,-29,Melbourne Cricket Ground,28592.0,6,10,10,15,Melbourne Demons,VIC,0,1,VIC,0,8,0.3333333333333333,0.6,0.4,6.666666666666667,18.2,-0.7,-2,8.0,0.42857142857142855,10.0,0.38461538461538464,39
5689,8,2010-05-15,2010,H,Adelaide Crows,4.3 8.6 12.11 12.12,84,2.3 2.4 4.5 11.9,75,W,9,Marvel Stadium,16479.0,12,12,11,9,North Melbourne Kangaroos,VIC,1,1,VIC,0,8,0.6666666666666666,0.6,0.5,-9.333333333333334,-8.6,-19.0,-1,7.0,0.42857142857142855,10.0,0.4666666666666667,30
8650,8,2010-05-15,2010,A,Western Bulldogs,3.2 4.7 6.9 9.9,63,4.4 9.6 14.10 14.17,101,L,-38,Manuka Oval,14308.0,9,9,14,17,Sydney Swans,ACT,0,0,NSW,1,8,0.6666666666666666,0.8,0.5,1.6666666666666667,20.0,8.1,-1,6.0,0.7142857142857143,3.0,0.3902439024390244,41
9261,8,2010-05-15,2010,A,Melbourne Demons,3.0 5.5 8.8 10.15,75,1.3 5.5 6.8 6.10,46,W,29,Melbourne Cricket Ground,28592.0,10,15,6,10,West Coast Eagles,VIC,1,0,WA,1,8,0.3333333333333333,0.4,0.4,-27.333333333333332,-16.8,-7.5,1,7.0,0.2857142857142857,12.0,0.6153846153846154,39
9856,8,2010-05-15,2010,H,Sydney Swans,4.4 9.6 14.10 14.17,101,3.2 4.7 6.9 9.9,63,W,38,Manuka Oval,14308.0,14,17,9,9,Western Bulldogs,ACT,1,1,VIC,0,8,0.6666666666666666,0.6,0.5,16.666666666666668,8.8,11.0,1,8.0,0.5714285714285714,7.0,0.5853658536585366,41
1433,8,2010-05-16,2010,A,Port Adelaide Power,4.1 8.4 11.10 17.16,118,3.3 8.5 13.7 14.8,92,W,26,AAMI Stadium,30228.0,17,16,14,8,Carlton Blues,SA,1,0,VIC,1,8,0.6666666666666666,0.6,0.5,14.666666666666666,14.4,8.7,1,6.0,0.5714285714285714,7.0,0.35,20
2636,8,2010-05-16,2010,A,St Kilda Saints,1.4 6.4 10.6 14.9,93,2.3 5.8 7.11 11.15,81,W,12,Marvel Stadium,39204.0,14,9,11,15,Essendon Bombers,VIC,1,0,VIC,0,8,0.3333333333333333,0.4,0.3,-8.333333333333334,-5.6,-23.6,-1,8.0,0.2857142857142857,12.0,0.7317073170731707,41
5084,8,2010-05-16,2010,A,Richmond Tigers,2.5 7.6 9.10 13.11,89,3.1 6.5 8.5 13.8,86,W,3,Melbourne Cricket Ground,41563.0,13,11,13,8,Hawthorn Hawks,VIC,1,0,VIC,0,8,0.0,0.0,0.2,-21.0,-28.6,-9.8,-6,8.0,0.14285714285714285,14.0,0.6363636363636364,44
6872,8,2010-05-16,2010,H,Carlton Blues,3.3 8.5 13.7 14.8,92,4.1 8.4 11.10 17.16,118,L,-26,AAMI Stadium,30228.0,14,8,17,16,Port Adelaide Power,SA,0,1,SA,0,8,1.0,0.6,0.5,12.0,-17.2,-14.2,3,8.0,0.7142857142857143,3.0,0.6,20
7459,8,2010-05-16,2010,H,Hawthorn Hawks,3.1 6.5 8.5 13.8,86,2.5 7.6 9.10 13.11,89,L,-3,Melbourne Cricket Ground,41563.0,13,8,13,11,Richmond Tigers,VIC,0,1,VIC,0,8,0.0,0.0,0.0,-65.66666666666667,-61.4,-65.0,-11,7.0,0.0,16.0,0.36363636363636365,44
8057,8,2010-05-16,2010,H,Essendon Bombers,2.3 5.8 7.11 11.15,81,1.4 6.4 10.6 14.9,93,L,-12,Marvel Stadium,39204.0,11,15,14,9,St Kilda Saints,VIC,0,1,VIC,0,8,0.3333333333333333,0.6,0.7,-22.666666666666668,-5.0,11.0,-1,6.0,0.7142857142857143,3.0,0.2682926829268293,41
2027,9,2010-05-21,2010,H,Geelong Cats,1.2 4.2 6.8 6.14,50,1.3 4.7 9.12 12.14,86,L,-36,Melbourne Cricket Ground,88115.0,6,14,12,14,Collingwood Magpies,VIC,0,1,VIC,0,9,1.0,1.0,0.8,51.666666666666664,56.8,22.5,5,7.0,0.875,1.0,0.475,40
3815,9,2010-05-21,2010,A,Collingwood Magpies,1.3 4.7 9.12 12.14,86,1.2 4.2 6.8 6.14,50,W,36,Melbourne Cricket Ground,88115.0,12,14,6,14,Geelong Cats,VIC,1,0,VIC,0,9,1.0,0.8,0.8,85.33333333333333,63.0,43.3,3,6.0,0.75,2.0,0.525,40
2637,9,2010-05-22,2010,H,Richmond Tigers,7.1 10.6 14.13 19.16,130,2.4 5.7 8.8 14.11,95,W,35,Melbourne Cricket Ground,64709.0,19,16,14,11,Essendon Bombers,VIC,1,1,VIC,0,9,0.6666666666666666,0.4,0.4,17.333333333333332,-7.2,-17.0,1,6.0,0.375,11.0,0.6875,48
3216,9,2010-05-22,2010,A,Sydney Swans,3.6 9.12 11.14 14.16,100,3.2 5.4 8.5 9.9,63,W,37,Sydney Cricket Ground,24819.0,14,16,9,9,Fremantle Dockers,NSW,1,0,WA,1,9,0.6666666666666666,0.6,0.7,5.0,7.8,16.0,-1,8.0,0.75,2.0,0.42857142857142855,21
6277,9,2010-05-22,2010,H,Port Adelaide Power,5.2 9.6 14.7 17.9,111,3.3 7.6 8.10 16.14,110,W,1,TIO Stadium,8848.0,17,9,16,14,Melbourne Demons,NT,1,1,VIC,0,9,0.0,0.4,0.3,-19.666666666666668,9.2,-9.9,-3,7.0,0.375,11.0,0.45,20
5690,9,2010-05-22,2010,H,Western Bulldogs,0.5 2.10 4.13 7.15,57,6.0 11.1 18.4 20.7,127,L,-70,Marvel Stadium,30794.0,7,15,20,7,North Melbourne Kangaroos,VIC,0,1,VIC,0,9,0.6666666666666666,0.6,0.6,-10.333333333333334,-11.8,-14.3,1,7.0,0.5,9.0,0.5111111111111111,45
6873,9,2010-05-22,2010,A,Melbourne Demons,3.3 7.6 8.10 16.14,110,5.2 9.6 14.7 17.9,111,L,-1,TIO Stadium,8848.0,16,14,17,9,Port Adelaide Power,NT,0,0,SA,1,9,0.6666666666666666,0.6,0.5,0.0,-17.0,-11.4,-1,6.0,0.625,4.0,0.55,20
7460,9,2010-05-22,2010,A,Essendon Bombers,2.4 5.7 8.8 14.11,95,7.1 10.6 14.13 19.16,130,L,-35,Melbourne Cricket Ground,64709.0,14,11,19,16,Richmond Tigers,VIC,0,0,VIC,0,9,0.0,0.0,0.0,-53.666666666666664,-51.0,-56.0,-12,6.0,0.0,16.0,0.2916666666666667,48
8651,9,2010-05-22,2010,H,Fremantle Dockers,3.2 5.4 8.5 9.9,63,3.6 9.12 11.14 14.16,100,L,-37,Sydney Cricket Ground,24819.0,9,9,14,16,Sydney Swans,NSW,0,1,NSW,0,9,0.3333333333333333,0.6,0.5,-28.333333333333332,1.4,4.8,-2,7.0,0.625,4.0,0.5714285714285714,21
9857,9,2010-05-22,2010,A,North Melbourne Kangaroos,6.0 11.1 18.4 20.7,127,0.5 2.10 4.13 7.15,57,W,70,Marvel Stadium,30794.0,20,7,7,15,Western Bulldogs,VIC,1,0,VIC,0,9,0.6666666666666666,0.6,0.6,13.0,13.2,16.2,2,7.0,0.625,4.0,0.4666666666666667,45
242,9,2010-05-23,2010,H,Brisbane Lions,5.3 6.9 9.12 13.15,93,2.2 6.5 9.11 11.15,81,W,12,AAMI Stadium,31517.0,13,15,11,15,Adelaide Crows,SA,1,1,SA,0,9,0.3333333333333333,0.2,0.2,6.0,-15.8,-10.3,-1,8.0,0.125,15.0,0.35,20
838,9,2010-05-23,2010,A,Adelaide Crows,2.2 6.5 9.11 11.15,81,5.3 6.9 9.12 13.15,93,L,-12,AAMI Stadium,31517.0,11,15,13,15,Brisbane Lions,SA,0,0,QLD,1,9,0.0,0.2,0.5,-38.0,-28.4,-10.8,-4,8.0,0.5,9.0,0.65,20
1434,9,2010-05-23,2010,H,Hawthorn Hawks,2.2 3.5 7.10 8.12,60,5.3 9.8 11.12 16.14,110,L,-50,Marvel Stadium,47484.0,8,12,16,14,Carlton Blues,VIC,0,1,VIC,0,9,0.6666666666666666,0.8,0.5,11.333333333333334,23.6,5.6,2,7.0,0.625,4.0,0.42857142857142855,49
5085,9,2010-05-23,2010,A,Carlton Blues,5.3 9.8 11.12 16.14,110,2.2 3.5 7.10 8.12,60,W,50,Marvel Stadium,47484.0,16,14,8,12,Hawthorn Hawks,VIC,1,0,VIC,0,9,0.3333333333333333,0.2,0.3,-16.0,-24.8,-6.8,1,7.0,0.25,14.0,0.5714285714285714,49
8058,9,2010-05-23,2010,A,West Coast Eagles,1.3 4.6 9.11 13.13,91,2.2 5.6 7.7 8.8,56,W,35,Domain Stadium,36244.0,13,13,8,8,St Kilda Saints,WA,1,0,VIC,1,9,0.3333333333333333,0.4,0.6,-23.333333333333332,-13.0,7.0,-2,7.0,0.625,4.0,0.4166666666666667,36
9262,9,2010-05-23,2010,H,St Kilda Saints,2.2 5.6 7.7 8.8,56,1.3 4.6 9.11 13.13,91,L,-35,Domain Stadium,36244.0,8,8,13,13,West Coast Eagles,WA,0,1,WA,0,9,0.6666666666666666,0.6,0.4,-0.3333333333333333,-6.0,-8.4,2,8.0,0.375,11.0,0.5555555555555556,36
2638,10,2010-05-28,2010,H,Western Bulldogs,3.2 7.5 12.6 15.9,99,3.2 6.4 8.4 14.6,90,W,9,Marvel Stadium,45742.0,15,9,14,6,Essendon Bombers,VIC,1,1,VIC,0,10,0.6666666666666666,0.6,0.4,14.666666666666666,4.4,-15.2,2,6.0,0.4444444444444444,9.0,0.5581395348837209,43
9858,10,2010-05-28,2010,A,Essendon Bombers,3.2 6.4 8.4 14.6,90,3.2 7.5 12.6 15.9,99,L,-9,Marvel Stadium,45742.0,14,6,15,9,Western Bulldogs,VIC,0,0,VIC,0,10,1.0,0.8,0.6,37.333333333333336,31.6,18.1,3,6.0,0.6666666666666666,4.0,0.4186046511627907,43
243,10,2010-05-29,2010,A,St Kilda Saints,2.1 7.2 11.4 12.4,76,5.1 7.2 12.7 19.9,123,L,-47,Marvel Stadium,28708.0,12,4,19,9,Adelaide Crows,VIC,0,0,SA,1,10,0.6666666666666666,0.4,0.2,17.666666666666668,-3.8,-18.7,1,6.0,0.2222222222222222,15.0,0.5333333333333333,30
839,10,2010-05-29,2010,H,Collingwood Magpies,4.4 6.6 9.8 13.10,88,6.5 8.9 9.11 11.14,80,W,8,The Gabba,34239.0,13,10,11,14,Brisbane Lions,QLD,1,1,QLD,0,10,0.0,0.0,0.4,-35.333333333333336,-35.2,-12.7,-5,6.0,0.4444444444444444,9.0,0.7142857142857143,21
2028,10,2010-05-29,2010,A,Brisbane Lions,6.5 8.9 9.11 11.14,80,4.4 6.6 9.8 13.10,88,L,-8,The Gabba,34239.0,11,14,13,10,Collingwood Magpies,QLD,0,0,VIC,1,10,0.6666666666666666,0.8,0.7,22.0,36.8,18.4,-1,8.0,0.7777777777777778,1.0,0.2857142857142857,21
3816,10,2010-05-29,2010,H,Melbourne Demons,5.5 9.6 14.8 18.13,121,2.1 4.4 7.6 10.7,67,W,54,GMHBA Stadium,24525.0,18,13,10,7,Geelong Cats,VIC,1,1,VIC,0,10,1.0,0.8,0.8,61.333333333333336,51.2,39.6,4,8.0,0.7777777777777778,1.0,0.6122448979591837,49
6278,10,2010-05-29,2010,A,Geelong Cats,2.1 4.4 7.6 10.7,67,5.5 9.6 14.8 18.13,121,L,-54,GMHBA Stadium,24525.0,10,7,18,13,Melbourne Demons,VIC,0,0,VIC,0,10,0.3333333333333333,0.4,0.4,-10.666666666666666,-1.6,-4.1,1,7.0,0.4444444444444444,9.0,0.3673469387755102,49
6874,10,2010-05-29,2010,H,Richmond Tigers,2.3 2.4 3.10 3.12,30,3.4 6.9 7.11 10.17,77,L,-47,AAMI Stadium,16694.0,3,12,10,17,Port Adelaide Power,SA,0,1,SA,0,10,0.3333333333333333,0.6,0.5,-8.0,1.8,-10.0,-2,7.0,0.5555555555555556,6.0,0.7058823529411765,17
7461,10,2010-05-29,2010,A,Port Adelaide Power,3.4 6.9 7.11 10.17,77,2.3 2.4 3.10 3.12,30,W,47,AAMI Stadium,16694.0,10,17,3,12,Richmond Tigers,SA,1,0,VIC,1,10,0.0,0.0,0.0,-29.333333333333332,-47.0,-55.3,-13,7.0,0.0,16.0,0.29411764705882354,17
8059,10,2010-05-29,2010,H,Adelaide Crows,5.1 7.2 12.7 19.9,123,2.1 7.2 11.4 12.4,76,W,47,Marvel Stadium,28708.0,19,9,12,4,St Kilda Saints,VIC,1,1,VIC,0,10,0.3333333333333333,0.4,0.6,-12.666666666666666,-9.0,9.8,1,6.0,0.6666666666666666,4.0,0.43333333333333335,30
1435,10,2010-05-30,2010,H,West Coast Eagles,5.5 8.8 12.13 15.15,105,3.1 5.2 8.5 11.10,76,W,29,Marvel Stadium,29175.0,15,15,11,10,Carlton Blues,VIC,1,1,VIC,0,10,0.6666666666666666,0.6,0.5,12.333333333333334,4.0,7.8,-1,7.0,0.5555555555555556,6.0,0.5151515151515151,33
3217,10,2010-05-30,2010,H,North Melbourne Kangaroos,6.5 8.8 18.12 21.13,139,2.1 4.3 7.8 11.12,78,W,61,Domain Stadium,36175.0,21,13,11,12,Fremantle Dockers,WA,1,1,WA,0,10,0.6666666666666666,0.8,0.7,4.666666666666667,18.2,14.3,1,8.0,0.7777777777777778,1.0,0.29411764705882354,17
5086,10,2010-05-30,2010,H,Sydney Swans,3.6 4.12 7.13 10.19,79,2.3 4.7 6.9 11.11,77,W,2,Melbourne Cricket Ground,36003.0,10,19,11,11,Hawthorn Hawks,VIC,1,1,VIC,0,10,0.6666666666666666,0.4,0.3,15.0,-2.0,-6.0,2,7.0,0.3333333333333333,13.0,0.6222222222222222,45
5691,10,2010-05-30,2010,A,Fremantle Dockers,2.1 4.3 7.8 11.12,78,6.5 8.8 18.12 21.13,139,L,-61,Domain Stadium,36175.0,11,12,21,13,North Melbourne Kangaroos,WA,0,0,VIC,1,10,0.3333333333333333,0.6,0.5,-42.333333333333336,-17.8,-21.8,-1,8.0,0.4444444444444444,9.0,0.7058823529411765,17
8652,10,2010-05-30,2010,A,Hawthorn Hawks,2.3 4.7 6.9 11.11,77,3.6 4.12 7.13 10.19,79,L,-2,Melbourne Cricket Ground,36003.0,11,11,10,19,Sydney Swans,VIC,0,0,NSW,1,10,0.0,0.4,0.5,-47.333333333333336,-14.0,5.2,-3,8.0,0.5555555555555556,6.0,0.37777777777777777,45
9263,10,2010-05-30,2010,A,Carlton Blues,3.1 5.2 8.5 11.10,76,5.5 8.8 12.13 15.15,105,L,-29,Marvel Stadium,29175.0,11,10,15,15,West Coast Eagles,VIC,0,0,WA,1,10,0.6666666666666666,0.4,0.4,0.6666666666666666,-17.6,-4.5,-1,7.0,0.3333333333333333,13.0,0.48484848484848486,33
7462,11,2010-06-04,2010,H,St Kilda Saints,0.3 3.6 7.8 8.11,59,2.3 8.7 11.10 14.13,97,L,-38,Marvel Stadium,32858.0,8,11,14,13,Richmond Tigers,VIC,0,1,VIC,0,11,0.3333333333333333,0.2,0.1,3.0,-29.8,-42.6,1,6.0,0.1,16.0,0.37209302325581395,43
8060,11,2010-06-04,2010,A,Richmond Tigers,2.3 8.7 11.10 14.13,97,0.3 3.6 7.8 8.11,59,W,38,Marvel Stadium,32858.0,14,13,8,11,St Kilda Saints,VIC,1,0,VIC,0,11,0.6666666666666666,0.6,0.7,23.333333333333332,2.4,15.7,2,6.0,0.7,3.0,0.627906976744186,43
244,11,2010-06-05,2010,H,Fremantle Dockers,6.1 11.3 12.6 16.9,105,5.3 7.4 10.6 12.10,82,W,23,AAMI Stadium,35605.0,16,9,12,10,Adelaide Crows,SA,1,1,SA,0,11,0.3333333333333333,0.4,0.2,-14.666666666666666,-3.4,-22.9,-1,7.0,0.2,15.0,0.6,25
840,11,2010-06-05,2010,A,North Melbourne Kangaroos,2.1 5.4 10.8 13.11,89,7.5 10.10 11.15 12.18,90,L,-1,Marvel Stadium,19100.0,13,11,12,18,Brisbane Lions,VIC,0,0,QLD,1,11,0.3333333333333333,0.2,0.5,-28.333333333333332,-23.6,-6.8,1,7.0,0.5,7.0,0.5454545454545454,22
1436,11,2010-06-05,2010,H,Melbourne Demons,7.4 9.6 11.7 15.11,101,2.2 3.4 8.6 9.6,60,W,41,Melbourne Cricket Ground,49745.0,15,11,9,6,Carlton Blues,VIC,1,1,VIC,0,11,0.6666666666666666,0.6,0.6,1.6666666666666667,2.6,11.4,1,6.0,0.6,5.0,0.47619047619047616,42
3218,11,2010-06-05,2010,A,Adelaide Crows,5.3 7.4 10.6 12.10,82,6.1 11.3 12.6 16.9,105,L,-23,AAMI Stadium,35605.0,12,10,16,9,Fremantle Dockers,SA,0,0,WA,1,11,0.6666666666666666,0.8,0.8,20.666666666666668,22.6,24.4,2,6.0,0.8,1.0,0.4,25
3817,11,2010-06-05,2010,A,West Coast Eagles,4.2 8.3 15.8 18.14,122,3.7 7.9 12.10 14.14,98,W,24,Domain Stadium,33784.0,18,14,14,14,Geelong Cats,WA,1,0,VIC,1,11,1.0,1.0,0.8,57.0,69.2,43.8,5,7.0,0.8,1.0,0.45,40
6279,11,2010-06-05,2010,A,Carlton Blues,2.2 3.4 8.6 9.6,60,7.4 9.6 11.7 15.11,101,L,-41,Melbourne Cricket Ground,49745.0,9,6,15,11,Melbourne Demons,VIC,0,0,VIC,0,11,0.3333333333333333,0.2,0.4,-27.333333333333332,-22.4,-4.8,-1,7.0,0.4,11.0,0.5238095238095238,42
5692,11,2010-06-05,2010,H,Brisbane Lions,7.5 10.10 11.15 12.18,90,2.1 5.4 10.8 13.11,89,W,1,Marvel Stadium,19100.0,12,18,13,11,North Melbourne Kangaroos,VIC,1,1,VIC,0,11,0.3333333333333333,0.4,0.4,-40.666666666666664,-32.4,-28.3,-2,6.0,0.4,11.0,0.4090909090909091,22
9264,11,2010-06-05,2010,H,Geelong Cats,3.7 7.9 12.10 14.14,98,4.2 8.3 15.8 18.14,122,L,-24,Domain Stadium,33784.0,14,14,18,14,West Coast Eagles,WA,0,1,WA,0,11,0.3333333333333333,0.4,0.3,-11.666666666666666,-13.0,-15.4,-2,6.0,0.3,14.0,0.525,40
2029,11,2010-06-06,2010,H,Western Bulldogs,3.3 8.5 16.7 17.11,113,2.2 5.4 10.6 16.7,103,W,10,Marvel Stadium,40813.0,17,11,16,7,Collingwood Magpies,VIC,1,1,VIC,0,11,0.3333333333333333,0.6,0.7,-2.6666666666666665,22.2,24.9,-2,8.0,0.7,3.0,0.5652173913043478,46
2639,11,2010-06-06,2010,A,Sydney Swans,2.2 7.5 11.6 12.8,80,3.3 7.5 10.12 12.17,89,L,-9,Sydney Cricket Ground,29329.0,12,8,12,17,Essendon Bombers,NSW,0,0,VIC,1,11,1.0,0.8,0.5,18.666666666666668,19.2,-4.7,3,9.0,0.5,7.0,0.5813953488372093,43
5087,11,2010-06-06,2010,H,Port Adelaide Power,2.4 7.7 8.9 10.14,74,0.5 2.10 5.13 8.15,63,W,11,Melbourne Cricket Ground,21287.0,10,14,8,15,Hawthorn Hawks,VIC,1,1,VIC,0,11,1.0,0.6,0.4,18.333333333333332,0.8,-4.1,3,7.0,0.4,11.0,0.3,20
6875,11,2010-06-06,2010,A,Hawthorn Hawks,0.5 2.10 5.13 8.15,63,2.4 7.7 8.9 10.14,74,L,-11,Melbourne Cricket Ground,21287.0,8,15,10,14,Port Adelaide Power,VIC,0,0,SA,1,11,0.0,0.4,0.5,-24.666666666666668,-9.6,-14.3,-3,8.0,0.5,7.0,0.7,20
8653,11,2010-06-06,2010,H,Essendon Bombers,3.3 7.5 10.12 12.17,89,2.2 7.5 11.6 12.8,80,W,9,Sydney Cricket Ground,29329.0,12,17,12,8,Sydney Swans,NSW,1,1,NSW,0,11,0.0,0.2,0.5,-25.666666666666668,-24.8,5.8,-4,7.0,0.5,7.0,0.3953488372093023,43
9859,11,2010-06-06,2010,A,Collingwood Magpies,2.2 5.4 10.6 16.7,103,3.3 8.5 16.7 17.11,113,L,-10,Marvel Stadium,40813.0,16,7,17,11,Western Bulldogs,VIC,0,0,VIC,0,11,0.6666666666666666,0.6,0.6,33.0,20.0,17.9,-1,9.0,0.6,5.0,0.41304347826086957,46
1437,12,2010-06-11,2010,A,North Melbourne Kangaroos,1.2 6.3 10.4 10.8,68,4.5 8.8 11.11 14.13,97,L,-29,Marvel Stadium,43732.0,10,8,14,13,Carlton Blues,VIC,0,0,VIC,0,12,0.6666666666666666,0.8,0.6,6.666666666666667,21.4,9.9,2,6.0,0.6363636363636364,5.0,0.5111111111111111,45
5693,12,2010-06-11,2010,H,Carlton Blues,4.5 8.8 11.11 14.13,97,1.2 6.3 10.4 10.8,68,W,29,Marvel Stadium,43732.0,14,13,10,8,North Melbourne Kangaroos,VIC,1,1,VIC,0,12,0.3333333333333333,0.4,0.5,-43.333333333333336,-37.4,-26.8,1,6.0,0.45454545454545453,8.0,0.4888888888888889,45
245,12,2010-06-12,2010,A,Hawthorn Hawks,2.3 6.6 9.8 11.11,77,7.2 9.3 13.4 19.10,124,L,-47,UTAS Stadium,16167.0,11,11,19,10,Adelaide Crows,TAS,0,0,SA,1,12,0.6666666666666666,0.6,0.3,-4.0,5.8,-15.0,1,7.0,0.2727272727272727,14.0,0.5862068965517241,29
2640,12,2010-06-12,2010,H,Geelong Cats,4.3 8.6 10.9 12.11,83,6.3 11.6 16.11 23.16,154,L,-71,Marvel Stadium,46358.0,12,11,23,16,Essendon Bombers,VIC,0,1,VIC,0,12,0.6666666666666666,0.6,0.5,11.666666666666666,8.8,-2.5,-1,6.0,0.45454545454545453,8.0,0.45454545454545453,44
3818,12,2010-06-12,2010,A,Essendon Bombers,6.3 11.6 16.11 23.16,154,4.3 8.6 10.9 12.11,83,W,71,Marvel Stadium,46358.0,23,16,12,11,Geelong Cats,VIC,1,0,VIC,0,12,1.0,1.0,0.8,38.0,52.4,43.1,6,7.0,0.8181818181818182,1.0,0.5227272727272727,44
5088,12,2010-06-12,2010,H,Adelaide Crows,7.2 9.3 13.4 19.10,124,2.3 6.6 9.8 11.11,77,W,47,UTAS Stadium,16167.0,19,10,11,11,Hawthorn Hawks,TAS,1,1,VIC,0,12,1.0,0.8,0.4,21.0,11.6,-8.6,4,6.0,0.45454545454545453,8.0,0.41379310344827586,29
6876,12,2010-06-12,2010,H,Sydney Swans,4.0 6.2 8.5 8.7,55,3.2 10.4 11.6 14.9,93,L,-38,AAMI Stadium,20106.0,8,7,14,9,Port Adelaide Power,SA,0,1,SA,0,12,0.0,0.2,0.4,-19.666666666666668,-16.4,-16.8,-4,6.0,0.45454545454545453,8.0,0.3333333333333333,18
8654,12,2010-06-12,2010,A,Port Adelaide Power,3.2 10.4 11.6 14.9,93,4.0 6.2 8.5 8.7,55,W,38,AAMI Stadium,20106.0,14,9,8,7,Sydney Swans,SA,1,0,NSW,1,12,0.3333333333333333,0.2,0.6,-10.0,-27.0,7.5,1,6.0,0.5454545454545454,6.0,0.6666666666666666,18
841,12,2010-06-13,2010,A,Western Bulldogs,1.1 5.2 6.4 8.8,56,5.6 7.9 13.12 17.19,121,L,-65,Marvel Stadium,30831.0,8,8,17,19,Brisbane Lions,VIC,0,0,QLD,1,12,0.3333333333333333,0.2,0.4,-1.6666666666666667,-19.8,-10.1,-1,8.0,0.45454545454545453,8.0,0.5416666666666666,24
3219,12,2010-06-13,2010,H,St Kilda Saints,2.1 4.5 7.6 10.7,67,4.2 8.6 11.7 12.13,85,L,-18,Domain Stadium,37569.0,10,7,12,13,Fremantle Dockers,WA,0,1,WA,0,12,0.6666666666666666,0.6,0.7,25.0,10.4,16.5,-1,8.0,0.7272727272727273,2.0,0.4782608695652174,23
